plate,transfer,rep,p,n,f
6,4,2,U,80,0.851063829787234
6,4,2,S,14,0.14893617021276595
6,4,2,A,0,0
6,4,2,B,0,0
6,4,2,A/B,0,0
6,4,2,AB,0,0
6,4,2,E,0,0
6,4,3,U,78,0.8297872340425532
6,4,3,S,14,0.14893617021276595
6,4,3,A,0,0
6,4,3,B,2,0.02127659574468085
6,4,3,A/B,0,0
6,4,3,AB,0,0
6,4,3,E,0,0
6,4,4,U,75,0.7978723404255319
6,4,4,S,13,0.13829787234042554
6,4,4,A,3,0.031914893617021274
6,4,4,B,3,0.031914893617021274
6,4,4,A/B,0,0
6,4,4,AB,0,0
6,4,4,E,0,0
6,5,1,U,65,0.6914893617021277
6,5,1,S,29,0.30851063829787234
6,5,1,A,0,0
6,5,1,B,0,0
6,5,1,A/B,0,0
6,5,1,AB,0,0
6,5,1,E,0,0
6,5,2,U,69,0.7340425531914894
6,5,2,S,21,0.22340425531914893
6,5,2,A,3,0.031914893617021274
6,5,2,B,1,0.010638297872340425
6,5,2,A/B,0,0
6,5,2,AB,0,0
6,5,2,E,0,0
6,5,3,U,68,0.723404255319149
6,5,3,S,23,0.24468085106382978
6,5,3,A,0,0
6,5,3,B,3,0.031914893617021274
6,5,3,A/B,0,0
6,5,3,AB,0,0
6,5,3,E,0,0
6,5,4,U,63,0.6702127659574468
6,5,4,S,31,0.32978723404255317
6,5,4,A,0,0
6,5,4,B,0,0
6,5,4,A/B,0,0
6,5,4,AB,0,0
6,5,4,E,0,0
7,0,1,U,0,0
7,0,1,S,91,0.9680851063829787
7,0,1,A,3,0.031914893617021274
7,0,1,B,0,0
7,0,1,A/B,0,0
7,0,1,AB,0,0
7,0,1,E,0,0
7,0,2,U,10,0.10638297872340426
7,0,2,S,82,0.8723404255319149
7,0,2,A,2,0.02127659574468085
7,0,2,B,0,0
7,0,2,A/B,0,0
7,0,2,AB,0,0
7,0,2,E,0,0
7,0,3,U,11,0.11702127659574468
7,0,3,S,79,0.8404255319148937
7,0,3,A,4,0.0425531914893617
7,0,3,B,0,0
7,0,3,A/B,0,0
7,0,3,AB,0,0
7,0,3,E,0,0
7,0,4,U,11,0.11702127659574468
7,0,4,S,76,0.8085106382978723
7,0,4,A,5,0.05319148936170213
7,0,4,B,2,0.02127659574468085
7,0,4,A/B,0,0
7,0,4,AB,0,0
7,0,4,E,0,0
7,1,1,U,74,0.7872340425531915
7,1,1,S,19,0.20212765957446807
7,1,1,A,1,0.010638297872340425
7,1,1,B,0,0
7,1,1,A/B,0,0
7,1,1,AB,0,0
7,1,1,E,0,0
7,1,2,U,61,0.648936170212766
7,1,2,S,12,0.1276595744680851
7,1,2,A,21,0.22340425531914893
7,1,2,B,0,0
7,1,2,A/B,0,0
7,1,2,AB,0,0
7,1,2,E,0,0
7,1,3,U,58,0.6170212765957447
7,1,3,S,14,0.14893617021276595
7,1,3,A,22,0.23404255319148937
7,1,3,B,0,0
7,1,3,A/B,0,0
7,1,3,AB,0,0
7,1,3,E,0,0
7,1,4,U,63,0.6702127659574468
7,1,4,S,10,0.10638297872340426
7,1,4,A,21,0.22340425531914893
7,1,4,B,0,0
7,1,4,A/B,0,0
7,1,4,AB,0,0
7,1,4,E,0,0
7,2,1,U,80,0.851063829787234
7,2,1,S,0,0
7,2,1,A,14,0.14893617021276595
7,2,1,B,0,0
7,2,1,A/B,0,0
7,2,1,AB,0,0
7,2,1,E,0,0
7,2,2,U,79,0.8404255319148937
7,2,2,S,3,0.031914893617021274
7,2,2,A,12,0.1276595744680851
7,2,2,B,0,0
7,2,2,A/B,0,0
7,2,2,AB,0,0
7,2,2,E,0,0
7,2,3,U,79,0.8404255319148937
7,2,3,S,2,0.02127659574468085
7,2,3,A,13,0.13829787234042554
7,2,3,B,0,0
7,2,3,A/B,0,0
7,2,3,AB,0,0
7,2,3,E,0,0
7,2,4,U,79,0.8404255319148937
7,2,4,S,7,0.07446808510638298
7,2,4,A,8,0.0851063829787234
7,2,4,B,0,0
7,2,4,A/B,0,0
7,2,4,AB,0,0
7,2,4,E,0,0
7,3,1,U,62,0.6595744680851063
7,3,1,S,0,0
7,3,1,A,32,0.3404255319148936
7,3,1,B,0,0
7,3,1,A/B,0,0
7,3,1,AB,0,0
7,3,1,E,0,0
7,3,2,U,72,0.7659574468085106
7,3,2,S,0,0
7,3,2,A,22,0.23404255319148937
7,3,2,B,0,0
7,3,2,A/B,0,0
7,3,2,AB,0,0
7,3,2,E,0,0
7,3,3,U,69,0.7340425531914894
7,3,3,S,6,0.06382978723404255
7,3,3,A,19,0.20212765957446807
7,3,3,B,0,0
7,3,3,A/B,0,0
7,3,3,AB,0,0
7,3,3,E,0,0
7,3,4,U,69,0.7340425531914894
7,3,4,S,1,0.010638297872340425
7,3,4,A,24,0.2553191489361702
7,3,4,B,0,0
7,3,4,A/B,0,0
7,3,4,AB,0,0
7,3,4,E,0,0
7,4,1,U,57,0.6063829787234043
7,4,1,S,2,0.02127659574468085
7,4,1,A,35,0.3723404255319149
7,4,1,B,0,0
7,4,1,A/B,0,0
7,4,1,AB,0,0
7,4,1,E,0,0
7,4,2,U,73,0.776595744680851
7,4,2,S,3,0.031914893617021274
7,4,2,A,18,0.19148936170212766
7,4,2,B,0,0
7,4,2,A/B,0,0
7,4,2,AB,0,0
7,4,2,E,0,0
7,4,3,U,59,0.6276595744680851
7,4,3,S,15,0.1595744680851064
7,4,3,A,20,0.2127659574468085
7,4,3,B,0,0
7,4,3,A/B,0,0
7,4,3,AB,0,0
7,4,3,E,0,0
7,4,4,U,58,0.6170212765957447
7,4,4,S,3,0.031914893617021274
7,4,4,A,33,0.35106382978723405
7,4,4,B,0,0
7,4,4,A/B,0,0
7,4,4,AB,0,0
7,4,4,E,0,0
7,5,1,U,62,0.6595744680851063
7,5,1,S,17,0.18085106382978725
7,5,1,A,15,0.1595744680851064
7,5,1,B,0,0
7,5,1,A/B,0,0
7,5,1,AB,0,0
7,5,1,E,0,0
7,5,2,U,46,0.48936170212765956
7,5,2,S,4,0.0425531914893617
7,5,2,A,44,0.46808510638297873
7,5,2,B,0,0
7,5,2,A/B,0,0
7,5,2,AB,0,0
7,5,2,E,0,0
7,5,3,U,52,0.5531914893617021
7,5,3,S,17,0.18085106382978725
7,5,3,A,25,0.26595744680851063
7,5,3,B,0,0
7,5,3,A/B,0,0
7,5,3,AB,0,0
7,5,3,E,0,0
7,5,4,U,65,0.6914893617021277
7,5,4,S,19,0.20212765957446807
7,5,4,A,10,0.10638297872340426
7,5,4,B,0,0
7,5,4,A/B,0,0
7,5,4,AB,0,0
7,5,4,E,0,0
8,0,1,U,0,0
8,0,1,S,93,0.9893617021276596
8,0,1,A,1,0.010638297872340425
8,0,1,B,0,0
8,0,1,A/B,0,0
8,0,1,AB,0,0
8,0,1,E,0,0
8,0,2,U,7,0.07446808510638298
8,0,2,S,87,0.925531914893617
8,0,2,A,0,0
8,0,2,B,0,0
8,0,2,A/B,0,0
8,0,2,AB,0,0
8,0,2,E,0,0
8,0,3,U,8,0.0851063829787234
8,0,3,S,84,0.8936170212765957
8,0,3,A,2,0.02127659574468085
8,0,3,B,0,0
8,0,3,A/B,0,0
8,0,3,AB,0,0
8,0,3,E,0,0
8,0,4,U,7,0.07446808510638298
8,0,4,S,84,0.8936170212765957
8,0,4,A,3,0.031914893617021274
8,0,4,B,0,0
8,0,4,A/B,0,0
8,0,4,AB,0,0
8,0,4,E,0,0
8,1,1,U,23,0.24468085106382978
8,1,1,S,56,0.5957446808510638
8,1,1,A,15,0.1595744680851064
8,1,1,B,0,0
8,1,1,A/B,0,0
8,1,1,AB,0,0
8,1,1,E,0,0
8,1,2,U,15,0.1595744680851064
8,1,2,S,65,0.6914893617021277
8,1,2,A,14,0.14893617021276595
8,1,2,B,0,0
8,1,2,A/B,0,0
8,1,2,AB,0,0
8,1,2,E,0,0
8,1,3,U,9,0.09574468085106383
8,1,3,S,77,0.8191489361702128
8,1,3,A,8,0.0851063829787234
8,1,3,B,0,0
8,1,3,A/B,0,0
8,1,3,AB,0,0
8,1,3,E,0,0
8,1,4,U,24,0.2553191489361702
8,1,4,S,67,0.7127659574468085
8,1,4,A,3,0.031914893617021274
8,1,4,B,0,0
8,1,4,A/B,0,0
8,1,4,AB,0,0
8,1,4,E,0,0
8,2,1,U,74,0.7872340425531915
8,2,1,S,8,0.0851063829787234
8,2,1,A,12,0.1276595744680851
8,2,1,B,0,0
8,2,1,A/B,0,0
8,2,1,AB,0,0
8,2,1,E,0,0
8,2,2,U,65,0.6914893617021277
8,2,2,S,22,0.23404255319148937
8,2,2,A,7,0.07446808510638298
8,2,2,B,0,0
8,2,2,A/B,0,0
8,2,2,AB,0,0
8,2,2,E,0,0
8,2,3,U,52,0.5531914893617021
8,2,3,S,41,0.43617021276595747
8,2,3,A,1,0.010638297872340425
8,2,3,B,0,0
8,2,3,A/B,0,0
8,2,3,AB,0,0
8,2,3,E,0,0
8,2,4,U,79,0.8404255319148937
8,2,4,S,15,0.1595744680851064
8,2,4,A,0,0
8,2,4,B,0,0
8,2,4,A/B,0,0
8,2,4,AB,0,0
8,2,4,E,0,0
8,3,1,U,72,0.7659574468085106
8,3,1,S,17,0.18085106382978725
8,3,1,A,5,0.05319148936170213
8,3,1,B,0,0
8,3,1,A/B,0,0
8,3,1,AB,0,0
8,3,1,E,0,0
8,3,2,U,61,0.648936170212766
8,3,2,S,26,0.2765957446808511
8,3,2,A,7,0.07446808510638298
8,3,2,B,0,0
8,3,2,A/B,0,0
8,3,2,AB,0,0
8,3,2,E,0,0
8,3,3,U,56,0.5957446808510638
8,3,3,S,36,0.3829787234042553
8,3,3,A,2,0.02127659574468085
8,3,3,B,0,0
8,3,3,A/B,0,0
8,3,3,AB,0,0
8,3,3,E,0,0
8,3,4,U,72,0.7659574468085106
8,3,4,S,22,0.23404255319148937
8,3,4,A,0,0
8,3,4,B,0,0
8,3,4,A/B,0,0
8,3,4,AB,0,0
8,3,4,E,0,0
8,4,1,U,76,0.8085106382978723
8,4,1,S,8,0.0851063829787234
8,4,1,A,10,0.10638297872340426
8,4,1,B,0,0
8,4,1,A/B,0,0
8,4,1,AB,0,0
8,4,1,E,0,0
8,4,2,U,58,0.6170212765957447
8,4,2,S,30,0.3191489361702128
8,4,2,A,4,0.0425531914893617
8,4,2,B,2,0.02127659574468085
8,4,2,A/B,0,0
8,4,2,AB,0,0
8,4,2,E,0,0
8,4,3,U,57,0.6063829787234043
8,4,3,S,31,0.32978723404255317
8,4,3,A,5,0.05319148936170213
8,4,3,B,1,0.010638297872340425
8,4,3,A/B,0,0
8,4,3,AB,0,0
8,4,3,E,0,0
8,4,4,U,75,0.7978723404255319
8,4,4,S,14,0.14893617021276595
8,4,4,A,4,0.0425531914893617
8,4,4,B,1,0.010638297872340425
8,4,4,A/B,0,0
8,4,4,AB,0,0
8,4,4,E,0,0
8,5,1,U,67,0.7127659574468085
8,5,1,S,25,0.26595744680851063
8,5,1,A,2,0.02127659574468085
8,5,1,B,0,0
8,5,1,A/B,0,0
8,5,1,AB,0,0
8,5,1,E,0,0
8,5,2,U,51,0.5425531914893617
8,5,2,S,43,0.4574468085106383
8,5,2,A,0,0
8,5,2,B,0,0
8,5,2,A/B,0,0
8,5,2,AB,0,0
8,5,2,E,0,0
8,5,3,U,45,0.4787234042553192
8,5,3,S,48,0.5106382978723404
8,5,3,A,1,0.010638297872340425
8,5,3,B,0,0
8,5,3,A/B,0,0
8,5,3,AB,0,0
8,5,3,E,0,0
8,5,4,U,71,0.7553191489361702
8,5,4,S,23,0.24468085106382978
8,5,4,A,0,0
8,5,4,B,0,0
8,5,4,A/B,0,0
8,5,4,AB,0,0
8,5,4,E,0,0
